"codendereco","rua","modulo","posicao","tipo"
"10-06-05","10","06","05",COLEÇÃO
"11-05-03","11","05","03",COLEÇÃO
"12-01-14","12","01","14",COLEÇÃO
"12-01-15","12","01","15",COLEÇÃO
"12-01-16","12","01","16",COLEÇÃO
"12-01-17","12","01","17",COLEÇÃO
"12-02-10","12","02","10",COLEÇÃO
"12-02-11","12","02","11",COLEÇÃO
"12-02-12","12","02","12",COLEÇÃO
"12-02-13","12","02","13",COLEÇÃO
"12-02-14","12","02","14",COLEÇÃO
"12-02-15","12","02","15",COLEÇÃO
"12-02-16","12","02","16",COLEÇÃO
"12-02-17","12","02","17",COLEÇÃO
"12-03-10","12","03","10",COLEÇÃO
"12-03-11","12","03","11",COLEÇÃO
"12-03-12","12","03","12",COLEÇÃO
"12-03-13","12","03","13",COLEÇÃO
"12-03-14","12","03","14",COLEÇÃO
"12-03-15","12","03","15",COLEÇÃO
"12-03-16","12","03","16",COLEÇÃO
"12-03-17","12","03","17",COLEÇÃO
"12-04-10","12","04","10",COLEÇÃO
"12-04-11","12","04","11",COLEÇÃO
"12-04-12","12","04","12",COLEÇÃO
"12-04-13","12","04","13",COLEÇÃO
"12-04-14","12","04","14",COLEÇÃO
"12-04-15","12","04","15",COLEÇÃO
"12-04-16","12","04","16",COLEÇÃO
"12-04-17","12","04","17",COLEÇÃO
"12-05-10","12","05","10",COLEÇÃO
"12-05-11","12","05","11",COLEÇÃO
"12-05-12","12","05","12",COLEÇÃO
"12-05-13","12","05","13",COLEÇÃO
"12-05-14","12","05","14",COLEÇÃO
"12-05-15","12","05","15",COLEÇÃO
"12-05-16","12","05","16",COLEÇÃO
"12-05-17","12","05","17",COLEÇÃO
"12-06-10","12","06","10",COLEÇÃO
"12-06-11","12","06","11",COLEÇÃO
"12-06-12","12","06","12",COLEÇÃO
"12-06-13","12","06","13",COLEÇÃO
"12-06-14","12","06","14",COLEÇÃO
"12-06-15","12","06","15",COLEÇÃO
"12-06-16","12","06","16",COLEÇÃO
"12-06-17","12","06","17",COLEÇÃO
"12-07-10","12","07","10",COLEÇÃO
"12-07-11","12","07","11",COLEÇÃO
"12-07-12","12","07","12",COLEÇÃO
"12-07-13","12","07","13",COLEÇÃO
"12-07-14","12","07","14",COLEÇÃO
"12-07-15","12","07","15",COLEÇÃO
"12-07-16","12","07","16",COLEÇÃO
"12-07-17","12","07","17",COLEÇÃO
"12-08-10","12","08","10",COLEÇÃO
"12-08-11","12","08","11",COLEÇÃO
"12-08-12","12","08","12",COLEÇÃO
"12-08-13","12","08","13",COLEÇÃO
"12-08-14","12","08","14",COLEÇÃO
"12-08-15","12","08","15",COLEÇÃO
"12-08-16","12","08","16",COLEÇÃO
"12-08-17","12","08","17",COLEÇÃO
"12-09-10","12","09","10",COLEÇÃO
"12-09-11","12","09","11",COLEÇÃO
"12-09-12","12","09","12",COLEÇÃO
"12-09-13","12","09","13",COLEÇÃO
"12-09-14","12","09","14",COLEÇÃO
"12-09-15","12","09","15",COLEÇÃO
"12-09-16","12","09","16",COLEÇÃO
"12-09-17","12","09","17",COLEÇÃO
"14-02-10","14","02","10",COLEÇÃO
"14-04-10","14","04","10",COLEÇÃO
"14-06-10","14","06","10",COLEÇÃO
"14-08-10","14","08","10",COLEÇÃO
"23-01-10","23","01","10",COLEÇÃO
"23-01-11","23","01","11",COLEÇÃO
"23-01-12","23","01","12",COLEÇÃO
"23-01-13","23","01","13",COLEÇÃO
"23-01-14","23","01","14",COLEÇÃO
"23-01-15","23","01","15",COLEÇÃO
"23-01-16","23","01","16",COLEÇÃO
"23-01-17","23","01","17",COLEÇÃO
"23-02-10","23","02","10",COLEÇÃO
"23-02-11","23","02","11",COLEÇÃO
"23-02-12","23","02","12",COLEÇÃO
"23-02-13","23","02","13",COLEÇÃO
"23-02-14","23","02","14",COLEÇÃO
"23-02-15","23","02","15",COLEÇÃO
"23-02-16","23","02","16",COLEÇÃO
"23-02-17","23","02","17",COLEÇÃO
"23-03-10","23","03","10",COLEÇÃO
"23-03-11","23","03","11",COLEÇÃO
"23-03-12","23","03","12",COLEÇÃO
"23-03-13","23","03","13",COLEÇÃO
"23-03-14","23","03","14",COLEÇÃO
"23-03-15","23","03","15",COLEÇÃO
"23-03-16","23","03","16",COLEÇÃO
"23-03-17","23","03","17",COLEÇÃO
"23-07-16","23","07","16",COLEÇÃO
"23-07-17","23","07","17",COLEÇÃO
"23-08-10","23","08","10",COLEÇÃO
"23-08-11","23","08","11",COLEÇÃO
"23-08-12","23","08","12",COLEÇÃO
"23-08-13","23","08","13",COLEÇÃO
"23-08-14","23","08","14",COLEÇÃO
"23-08-15","23","08","15",COLEÇÃO
"23-08-16","23","08","16",COLEÇÃO
"02-02-04","02","02","04",COLEÇÃO
"02-02-05","02","02","05",COLEÇÃO
"10-02-04","10","02","04",COLEÇÃO
"10-02-05","10","02","05",COLEÇÃO
"10-02-06","10","02","06",COLEÇÃO
"10-02-07","10","02","07",COLEÇÃO
"10-06-06","10","06","06",COLEÇÃO
"10-06-07","10","06","07",COLEÇÃO
"10-06-08","10","06","08",COLEÇÃO
"10-06-09","10","06","09",COLEÇÃO
"10-07-01","10","07","01",COLEÇÃO
"10-07-02","10","07","02",COLEÇÃO
"10-07-03","10","07","03",COLEÇÃO
"10-07-04","10","07","04",COLEÇÃO
"10-07-05","10","07","05",COLEÇÃO
"10-07-06","10","07","06",COLEÇÃO
"10-07-07","10","07","07",COLEÇÃO
"10-07-08","10","07","08",COLEÇÃO
"10-07-09","10","07","09",COLEÇÃO
"10-08-01","10","08","01",COLEÇÃO
"10-08-02","10","08","02",COLEÇÃO
"10-08-03","10","08","03",COLEÇÃO
"10-08-04","10","08","04",COLEÇÃO
"10-08-05","10","08","05",COLEÇÃO
"10-08-06","10","08","06",COLEÇÃO
"10-08-07","10","08","07",COLEÇÃO
"10-08-08","10","08","08",COLEÇÃO
"10-08-09","10","08","09",COLEÇÃO
"10-09-01","10","09","01",COLEÇÃO
"10-09-02","10","09","02",COLEÇÃO
"10-09-03","10","09","03",COLEÇÃO
"10-09-04","10","09","04",COLEÇÃO
"10-09-05","10","09","05",COLEÇÃO
"10-09-06","10","09","06",COLEÇÃO
"10-09-07","10","09","07",COLEÇÃO
"10-09-08","10","09","08",COLEÇÃO
"10-09-09","10","09","09",COLEÇÃO
"11-01-01","11","01","01",COLEÇÃO
"11-01-02","11","01","02",COLEÇÃO
"11-01-03","11","01","03",COLEÇÃO
"11-01-04","11","01","04",COLEÇÃO
"11-01-05","11","01","05",COLEÇÃO
"11-01-06","11","01","06",COLEÇÃO
"11-01-07","11","01","07",COLEÇÃO
"11-01-08","11","01","08",COLEÇÃO
"02-02-06","02","02","06",COLEÇÃO
"02-02-07","02","02","07",COLEÇÃO
"02-02-08","02","02","08",COLEÇÃO
"02-02-09","02","02","09",COLEÇÃO
"02-03-01","02","03","01",COLEÇÃO
"02-03-02","02","03","02",COLEÇÃO
"02-03-03","02","03","03",COLEÇÃO
"02-03-04","02","03","04",COLEÇÃO
"02-03-05","02","03","05",COLEÇÃO
"02-03-06","02","03","06",COLEÇÃO
"02-03-07","02","03","07",COLEÇÃO
"02-03-08","02","03","08",COLEÇÃO
"02-03-09","02","03","09",COLEÇÃO
"02-04-01","02","04","01",COLEÇÃO
"02-04-02","02","04","02",COLEÇÃO
"02-04-03","02","04","03",COLEÇÃO
"02-04-04","02","04","04",COLEÇÃO
"03-05-01","03","05","01",COLEÇÃO
"03-05-02","03","05","02",COLEÇÃO
"03-05-03","03","05","03",COLEÇÃO
"03-05-04","03","05","04",COLEÇÃO
"03-05-05","03","05","05",COLEÇÃO
"03-05-06","03","05","06",COLEÇÃO
"03-05-07","03","05","07",COLEÇÃO
"03-05-08","03","05","08",COLEÇÃO
"03-05-09","03","05","09",COLEÇÃO
"03-06-01","03","06","01",COLEÇÃO
"03-06-02","03","06","02",COLEÇÃO
"03-06-03","03","06","03",COLEÇÃO
"03-06-04","03","06","04",COLEÇÃO
"03-06-05","03","06","05",COLEÇÃO
"03-06-06","03","06","06",COLEÇÃO
"03-06-07","03","06","07",COLEÇÃO
"03-06-08","03","06","08",COLEÇÃO
"03-06-09","03","06","09",COLEÇÃO
"03-07-01","03","07","01",COLEÇÃO
"03-07-02","03","07","02",COLEÇÃO
"03-07-03","03","07","03",COLEÇÃO
"03-07-04","03","07","04",COLEÇÃO
"03-07-05","03","07","05",COLEÇÃO
"03-07-06","03","07","06",COLEÇÃO
"03-07-07","03","07","07",COLEÇÃO
"03-07-08","03","07","08",COLEÇÃO
"03-07-09","03","07","09",COLEÇÃO
"03-08-01","03","08","01",COLEÇÃO
"03-08-02","03","08","02",COLEÇÃO
"03-08-03","03","08","03",COLEÇÃO
"03-08-04","03","08","04",COLEÇÃO
"03-08-05","03","08","05",COLEÇÃO
"03-08-06","03","08","06",COLEÇÃO
"03-08-07","03","08","07",COLEÇÃO
"03-08-08","03","08","08",COLEÇÃO
"03-08-09","03","08","09",COLEÇÃO
"03-09-03","03","09","03",COLEÇÃO
"03-09-04","03","09","04",COLEÇÃO
"03-09-05","03","09","05",COLEÇÃO
"03-09-06","03","09","06",COLEÇÃO
"03-09-07","03","09","07",COLEÇÃO
"03-09-08","03","09","08",COLEÇÃO
"03-09-09","03","09","09",COLEÇÃO
"04-01-01","04","01","01",COLEÇÃO
"04-01-02","04","01","02",COLEÇÃO
"04-01-03","04","01","03",COLEÇÃO
"04-01-04","04","01","04",COLEÇÃO
"04-01-05","04","01","05",COLEÇÃO
"04-01-06","04","01","06",COLEÇÃO
"04-02-01","04","02","01",COLEÇÃO
"04-02-02","04","02","02",COLEÇÃO
"04-02-03","04","02","03",COLEÇÃO
"04-02-04","04","02","04",COLEÇÃO
"04-02-05","04","02","05",COLEÇÃO
"02-07-09","02","07","09",COLEÇÃO
"02-05-10","02","05","10",COLEÇÃO
"11-01-09","11","01","09",COLEÇÃO
"11-02-01","11","02","01",COLEÇÃO
"11-02-02","11","02","02",COLEÇÃO
"11-02-03","11","02","03",COLEÇÃO
"11-02-04","11","02","04",COLEÇÃO
"11-02-05","11","02","05",COLEÇÃO
"11-02-06","11","02","06",COLEÇÃO
"11-02-07","11","02","07",COLEÇÃO
"11-02-08","11","02","08",COLEÇÃO
"11-02-09","11","02","09",COLEÇÃO
"11-03-01","11","03","01",COLEÇÃO
"11-03-02","11","03","02",COLEÇÃO
"11-03-03","11","03","03",COLEÇÃO
"11-03-04","11","03","04",COLEÇÃO
"11-03-05","11","03","05",COLEÇÃO
"11-03-06","11","03","06",COLEÇÃO
"11-03-07","11","03","07",COLEÇÃO
"11-03-08","11","03","08",COLEÇÃO
"11-03-09","11","03","09",COLEÇÃO
"11-04-01","11","04","01",COLEÇÃO
"11-04-02","11","04","02",COLEÇÃO
"11-04-03","11","04","03",COLEÇÃO
"11-04-04","11","04","04",COLEÇÃO
"04-02-06","04","02","06",COLEÇÃO
"04-03-01","04","03","01",COLEÇÃO
"04-03-02","04","03","02",COLEÇÃO
"04-03-03","04","03","03",COLEÇÃO
"04-03-04","04","03","04",COLEÇÃO
"06-07-08","06","07","08",COLEÇÃO
"06-07-09","06","07","09",COLEÇÃO
"06-08-01","06","08","01",COLEÇÃO
"06-08-02","06","08","02",COLEÇÃO
"06-08-03","06","08","03",COLEÇÃO
"06-08-04","06","08","04",COLEÇÃO
"06-08-05","06","08","05",COLEÇÃO
"06-08-06","06","08","06",COLEÇÃO
"06-08-07","06","08","07",COLEÇÃO
"06-08-08","06","08","08",COLEÇÃO
"06-08-09","06","08","09",COLEÇÃO
"06-09-01","06","09","01",COLEÇÃO
"06-09-02","06","09","02",COLEÇÃO
"06-09-03","06","09","03",COLEÇÃO
"06-09-04","06","09","04",COLEÇÃO
"06-09-05","06","09","05",COLEÇÃO
"06-09-06","06","09","06",COLEÇÃO
"06-09-07","06","09","07",COLEÇÃO
"06-09-08","06","09","08",COLEÇÃO
"06-09-09","06","09","09",COLEÇÃO
"07-01-01","07","01","01",COLEÇÃO
"07-01-02","07","01","02",COLEÇÃO
"07-01-03","07","01","03",COLEÇÃO
"07-01-04","07","01","04",COLEÇÃO
"07-01-05","07","01","05",COLEÇÃO
"07-01-06","07","01","06",COLEÇÃO
"07-01-07","07","01","07",COLEÇÃO
"07-01-08","07","01","08",COLEÇÃO
"07-01-09","07","01","09",COLEÇÃO
"07-02-01","07","02","01",COLEÇÃO
"07-02-02","07","02","02",COLEÇÃO
"07-02-03","07","02","03",COLEÇÃO
"07-02-04","07","02","04",COLEÇÃO
"07-02-05","07","02","05",COLEÇÃO
"07-02-06","07","02","06",COLEÇÃO
"07-02-07","07","02","07",COLEÇÃO
"07-02-08","07","02","08",COLEÇÃO
"07-02-09","07","02","09",COLEÇÃO
"07-03-01","07","03","01",COLEÇÃO
"07-03-02","07","03","02",COLEÇÃO
"07-03-03","07","03","03",COLEÇÃO
"07-03-04","07","03","04",COLEÇÃO
"07-03-05","07","03","05",COLEÇÃO
"07-03-06","07","03","06",COLEÇÃO
"07-03-07","07","03","07",COLEÇÃO
"07-03-08","07","03","08",COLEÇÃO
"07-03-09","07","03","09",COLEÇÃO
"07-04-01","07","04","01",COLEÇÃO
"07-04-02","07","04","02",COLEÇÃO
"07-04-03","07","04","03",COLEÇÃO
"07-04-04","07","04","04",COLEÇÃO
"07-04-05","07","04","05",COLEÇÃO
"07-04-06","07","04","06",COLEÇÃO
"07-04-07","07","04","07",COLEÇÃO
"07-04-08","07","04","08",COLEÇÃO
"07-04-09","07","04","09",COLEÇÃO
"07-05-01","07","05","01",COLEÇÃO
"07-05-02","07","05","02",COLEÇÃO
"07-05-03","07","05","03",COLEÇÃO
"07-05-04","07","05","04",COLEÇÃO
"07-05-05","07","05","05",COLEÇÃO
"07-05-06","07","05","06",COLEÇÃO
"07-05-07","07","05","07",COLEÇÃO
"07-05-08","07","05","08",COLEÇÃO
"07-05-09","07","05","09",COLEÇÃO
"07-06-01","07","06","01",COLEÇÃO
"07-06-02","07","06","02",COLEÇÃO
"07-06-03","07","06","03",COLEÇÃO
"07-06-04","07","06","04",COLEÇÃO
"07-06-05","07","06","05",COLEÇÃO
"07-06-06","07","06","06",COLEÇÃO
"07-06-07","07","06","07",COLEÇÃO
"07-06-08","07","06","08",COLEÇÃO
"07-06-09","07","06","09",COLEÇÃO
"07-07-01","07","07","01",COLEÇÃO
"07-07-02","07","07","02",COLEÇÃO
"07-07-03","07","07","03",COLEÇÃO
"07-07-04","07","07","04",COLEÇÃO
"07-07-05","07","07","05",COLEÇÃO
"07-07-06","07","07","06",COLEÇÃO
"07-07-07","07","07","07",COLEÇÃO
"07-07-08","07","07","08",COLEÇÃO
"07-07-09","07","07","09",COLEÇÃO
"07-08-01","07","08","01",COLEÇÃO
"07-08-02","07","08","02",COLEÇÃO
"07-08-03","07","08","03",COLEÇÃO
"07-08-04","07","08","04",COLEÇÃO
"07-08-05","07","08","05",COLEÇÃO
"07-08-06","07","08","06",COLEÇÃO
"07-08-07","07","08","07",COLEÇÃO
"07-08-08","07","08","08",COLEÇÃO
"07-08-09","07","08","09",COLEÇÃO
"07-09-01","07","09","01",COLEÇÃO
"07-09-02","07","09","02",COLEÇÃO
"07-09-03","07","09","03",COLEÇÃO
"07-09-04","07","09","04",COLEÇÃO
"07-09-05","07","09","05",COLEÇÃO
"07-09-06","07","09","06",COLEÇÃO
"07-09-07","07","09","07",COLEÇÃO
"07-09-08","07","09","08",COLEÇÃO
"07-09-09","07","09","09",COLEÇÃO
"08-01-01","08","01","01",COLEÇÃO
"08-01-02","08","01","02",COLEÇÃO
"08-01-03","08","01","03",COLEÇÃO
"08-01-04","08","01","04",COLEÇÃO
"08-01-05","08","01","05",COLEÇÃO
"10-01-10","10","01","10",COLEÇÃO
"10-01-11","10","01","11",COLEÇÃO
"10-01-12","10","01","12",COLEÇÃO
"10-01-13","10","01","13",COLEÇÃO
"10-01-14","10","01","14",COLEÇÃO
"10-01-15","10","01","15",COLEÇÃO
"10-01-16","10","01","16",COLEÇÃO
"10-01-17","10","01","17",COLEÇÃO
"10-02-10","10","02","10",COLEÇÃO
"10-02-11","10","02","11",COLEÇÃO
"10-02-12","10","02","12",COLEÇÃO
"10-02-13","10","02","13",COLEÇÃO
"10-02-14","10","02","14",COLEÇÃO
"10-02-15","10","02","15",COLEÇÃO
"10-02-16","10","02","16",COLEÇÃO
"10-02-17","10","02","17",COLEÇÃO
"10-03-10","10","03","10",COLEÇÃO
"10-03-11","10","03","11",COLEÇÃO
"10-03-12","10","03","12",COLEÇÃO
"10-03-13","10","03","13",COLEÇÃO
"10-03-14","10","03","14",COLEÇÃO
"10-03-15","10","03","15",COLEÇÃO
"10-03-16","10","03","16",COLEÇÃO
"10-03-17","10","03","17",COLEÇÃO
"10-04-10","10","04","10",COLEÇÃO
"10-04-11","10","04","11",COLEÇÃO
"10-04-12","10","04","12",COLEÇÃO
"10-04-13","10","04","13",COLEÇÃO
"10-04-14","10","04","14",COLEÇÃO
"10-04-15","10","04","15",COLEÇÃO
"10-04-16","10","04","16",COLEÇÃO
"10-04-17","10","04","17",COLEÇÃO
"10-05-10","10","05","10",COLEÇÃO
"10-05-11","10","05","11",COLEÇÃO
"10-05-12","10","05","12",COLEÇÃO
"10-05-13","10","05","13",COLEÇÃO
"10-05-14","10","05","14",COLEÇÃO
"10-05-15","10","05","15",COLEÇÃO
"10-05-16","10","05","16",COLEÇÃO
"10-05-17","10","05","17",COLEÇÃO
"10-06-10","10","06","10",COLEÇÃO
"10-06-11","10","06","11",COLEÇÃO
"10-06-12","10","06","12",COLEÇÃO
"10-06-13","10","06","13",COLEÇÃO
"10-06-14","10","06","14",COLEÇÃO
"10-06-15","10","06","15",COLEÇÃO
"10-06-16","10","06","16",COLEÇÃO
"10-06-17","10","06","17",COLEÇÃO
"10-07-10","10","07","10",COLEÇÃO
"10-07-11","10","07","11",COLEÇÃO
"10-07-12","10","07","12",COLEÇÃO
"10-07-13","10","07","13",COLEÇÃO
"10-07-14","10","07","14",COLEÇÃO
"10-07-15","10","07","15",COLEÇÃO
"10-07-16","10","07","16",COLEÇÃO
"10-07-17","10","07","17",COLEÇÃO
"10-08-10","10","08","10",COLEÇÃO
"10-08-11","10","08","11",COLEÇÃO
"10-08-12","10","08","12",COLEÇÃO
"10-08-13","10","08","13",COLEÇÃO
"10-08-14","10","08","14",COLEÇÃO
"10-08-15","10","08","15",COLEÇÃO
"10-08-16","10","08","16",COLEÇÃO
"10-08-17","10","08","17",COLEÇÃO
"10-09-10","10","09","10",COLEÇÃO
"10-09-11","10","09","11",COLEÇÃO
"10-09-12","10","09","12",COLEÇÃO
"10-09-13","10","09","13",COLEÇÃO
"10-09-14","10","09","14",COLEÇÃO
"10-09-15","10","09","15",COLEÇÃO
"10-09-16","10","09","16",COLEÇÃO
"10-09-17","10","09","17",COLEÇÃO
"08-01-06","08","01","06",COLEÇÃO
"08-03-01","08","03","01",COLEÇÃO
