"codendereco","rua","modulo","posicao","tipo"
"02-65-14","02","65","14",COLEÇÃO
"02-65-15","02","65","15",COLEÇÃO
"02-65-16","02","65","16",COLEÇÃO
"02-65-17","02","65","17",COLEÇÃO
"04-14-01","04","14","01",COLEÇÃO
"04-14-02","04","14","02",COLEÇÃO
"04-14-03","04","14","03",COLEÇÃO
"04-14-04","04","14","04",COLEÇÃO
"04-14-05","04","14","05",COLEÇÃO
"04-14-06","04","14","06",COLEÇÃO
"04-15-01","04","15","01",COLEÇÃO
"04-15-02","04","15","02",COLEÇÃO
"04-15-03","04","15","03",COLEÇÃO
"02-66-10","02","66","10",COLEÇÃO
"02-66-11","02","66","11",COLEÇÃO
"02-66-12","02","66","12",COLEÇÃO
"02-66-13","02","66","13",COLEÇÃO
"02-66-14","02","66","14",COLEÇÃO
"02-66-15","02","66","15",COLEÇÃO
"02-66-16","02","66","16",COLEÇÃO
"02-66-17","02","66","17",COLEÇÃO
"04-15-04","04","15","04",COLEÇÃO
"04-15-05","04","15","05",COLEÇÃO
"04-15-06","04","15","06",COLEÇÃO
"04-16-01","04","16","01",COLEÇÃO
"04-16-02","04","16","02",COLEÇÃO
"04-16-03","04","16","03",COLEÇÃO
"04-16-04","04","16","04",COLEÇÃO
"04-16-05","04","16","05",COLEÇÃO
"04-16-06","04","16","06",COLEÇÃO
"02-67-10","02","67","10",COLEÇÃO
"02-67-11","02","67","11",COLEÇÃO
"02-67-12","02","67","12",COLEÇÃO
"02-67-13","02","67","13",COLEÇÃO
"02-67-14","02","67","14",COLEÇÃO
"02-67-15","02","67","15",COLEÇÃO
"02-67-16","02","67","16",COLEÇÃO
"02-67-17","02","67","17",COLEÇÃO
"04-17-01","04","17","01",COLEÇÃO
"04-17-02","04","17","02",COLEÇÃO
"04-17-03","04","17","03",COLEÇÃO
"04-17-04","04","17","04",COLEÇÃO
"04-17-05","04","17","05",COLEÇÃO
"04-17-06","04","17","06",COLEÇÃO
"04-18-01","04","18","01",COLEÇÃO
"04-18-02","04","18","02",COLEÇÃO
"04-18-03","04","18","03",COLEÇÃO
"02-68-10","02","68","10",COLEÇÃO
"02-68-11","02","68","11",COLEÇÃO
"02-68-12","02","68","12",COLEÇÃO
"02-68-13","02","68","13",COLEÇÃO
"02-68-14","02","68","14",COLEÇÃO
"02-68-15","02","68","15",COLEÇÃO
"02-68-16","02","68","16",COLEÇÃO
"02-68-17","02","68","17",COLEÇÃO
"04-18-04","04","18","04",COLEÇÃO
"04-18-05","04","18","05",COLEÇÃO
"04-18-06","04","18","06",COLEÇÃO
"04-19-01","04","19","01",COLEÇÃO
"04-19-02","04","19","02",COLEÇÃO
"04-19-03","04","19","03",COLEÇÃO
"04-19-04","04","19","04",COLEÇÃO
"04-19-05","04","19","05",COLEÇÃO
"04-19-06","04","19","06",COLEÇÃO
"02-69-10","02","69","10",COLEÇÃO
"02-69-11","02","69","11",COLEÇÃO
"02-69-12","02","69","12",COLEÇÃO
"02-69-13","02","69","13",COLEÇÃO
"02-69-14","02","69","14",COLEÇÃO
"02-69-15","02","69","15",COLEÇÃO
"02-69-16","02","69","16",COLEÇÃO
"02-69-17","02","69","17",COLEÇÃO
"04-20-01","04","20","01",COLEÇÃO
"04-20-02","04","20","02",COLEÇÃO
"04-20-03","04","20","03",COLEÇÃO
"04-20-04","04","20","04",COLEÇÃO
"04-20-05","04","20","05",COLEÇÃO
"04-20-06","04","20","06",COLEÇÃO
"04-21-01","04","21","01",COLEÇÃO
"04-21-02","04","21","02",COLEÇÃO
"04-21-03","04","21","03",COLEÇÃO
"02-70-10","02","70","10",COLEÇÃO
"02-70-11","02","70","11",COLEÇÃO
"02-70-12","02","70","12",COLEÇÃO
"02-70-13","02","70","13",COLEÇÃO
"02-70-14","02","70","14",COLEÇÃO
"02-70-15","02","70","15",COLEÇÃO
"02-70-16","02","70","16",COLEÇÃO
"02-70-17","02","70","17",COLEÇÃO
"04-21-04","04","21","04",COLEÇÃO
"04-21-05","04","21","05",COLEÇÃO
"04-21-06","04","21","06",COLEÇÃO
"04-22-01","04","22","01",COLEÇÃO
"04-22-02","04","22","02",COLEÇÃO
"04-26-01","04","26","01",COLEÇÃO
"04-26-02","04","26","02",COLEÇÃO
"04-28-02","04","28","02",COLEÇÃO
"04-28-03","04","28","03",COLEÇÃO
"04-28-04","04","28","04",COLEÇÃO
"02-73-10","02","73","10",COLEÇÃO
"02-73-11","02","73","11",COLEÇÃO
"02-73-12","02","73","12",COLEÇÃO
"02-73-13","02","73","13",COLEÇÃO
"02-73-14","02","73","14",COLEÇÃO
"02-73-15","02","73","15",COLEÇÃO
"02-73-16","02","73","16",COLEÇÃO
"02-73-17","02","73","17",COLEÇÃO
"04-28-05","04","28","05",COLEÇÃO
"04-28-06","04","28","06",COLEÇÃO
"04-28-07","04","28","07",COLEÇÃO
"02-74-10","02","74","10",COLEÇÃO
"02-74-11","02","74","11",COLEÇÃO
"02-74-12","02","74","12",COLEÇÃO
"02-74-13","02","74","13",COLEÇÃO
"02-74-14","02","74","14",COLEÇÃO
"02-74-15","02","74","15",COLEÇÃO
"02-74-16","02","74","16",COLEÇÃO
"02-74-17","02","74","17",COLEÇÃO
"02-75-10","02","75","10",COLEÇÃO
"02-75-11","02","75","11",COLEÇÃO
"02-75-12","02","75","12",COLEÇÃO
"02-75-13","02","75","13",COLEÇÃO
"02-75-14","02","75","14",COLEÇÃO
"02-75-15","02","75","15",COLEÇÃO
"02-75-16","02","75","16",COLEÇÃO
"02-75-17","02","75","17",COLEÇÃO
"04-28-08","04","28","08",COLEÇÃO
"04-28-09","04","28","09",COLEÇÃO
"04-29-01","04","29","01",COLEÇÃO
"04-29-02","04","29","02",COLEÇÃO
"04-29-03","04","29","03",COLEÇÃO
"04-29-04","04","29","04",COLEÇÃO
"04-29-05","04","29","05",COLEÇÃO
"04-29-06","04","29","06",COLEÇÃO
"04-29-07","04","29","07",COLEÇÃO
"02-76-10","02","76","10",COLEÇÃO
"02-76-11","02","76","11",COLEÇÃO
"02-76-12","02","76","12",COLEÇÃO
"02-76-13","02","76","13",COLEÇÃO
"02-76-14","02","76","14",COLEÇÃO
"02-76-15","02","76","15",COLEÇÃO
"02-76-16","02","76","16",COLEÇÃO
"02-76-17","02","76","17",COLEÇÃO
"04-29-08","04","29","08",COLEÇÃO
"04-29-09","04","29","09",COLEÇÃO
"11-06-10","11","06","10",COLEÇÃO
"11-06-11","11","06","11",COLEÇÃO
"11-06-12","11","06","12",COLEÇÃO
"11-06-13","11","06","13",COLEÇÃO
"11-06-14","11","06","14",COLEÇÃO
"11-06-15","11","06","15",COLEÇÃO
"11-06-16","11","06","16",COLEÇÃO
"11-06-17","11","06","17",COLEÇÃO
"11-07-10","11","07","10",COLEÇÃO
"11-07-11","11","07","11",COLEÇÃO
"11-07-12","11","07","12",COLEÇÃO
"11-07-13","11","07","13",COLEÇÃO
"11-07-14","11","07","14",COLEÇÃO
"11-07-15","11","07","15",COLEÇÃO
"11-07-16","11","07","16",COLEÇÃO
"11-07-17","11","07","17",COLEÇÃO
"11-08-10","11","08","10",COLEÇÃO
"04-30-01","04","30","01",COLEÇÃO
"11-08-11","11","08","11",COLEÇÃO
"11-08-12","11","08","12",COLEÇÃO
"11-08-13","11","08","13",COLEÇÃO
"11-08-14","11","08","14",COLEÇÃO
"11-08-15","11","08","15",COLEÇÃO
"11-08-16","11","08","16",COLEÇÃO
"11-08-17","11","08","17",COLEÇÃO
"11-09-10","11","09","10",COLEÇÃO
"11-09-11","11","09","11",COLEÇÃO
"11-09-12","11","09","12",COLEÇÃO
"11-09-13","11","09","13",COLEÇÃO
"11-09-14","11","09","14",COLEÇÃO
"11-09-15","11","09","15",COLEÇÃO
"11-09-16","11","09","16",COLEÇÃO
"11-09-17","11","09","17",COLEÇÃO
"12-01-10","12","01","10",COLEÇÃO
"12-01-11","12","01","11",COLEÇÃO
"12-01-12","12","01","12",COLEÇÃO
"12-01-13","12","01","13",COLEÇÃO
"18-33-06","18","33","06",COLEÇÃO
"18-33-07","18","33","07",COLEÇÃO
"18-33-08","18","33","08",COLEÇÃO
"18-33-09","18","33","09",COLEÇÃO
"18-34-01","18","34","01",COLEÇÃO
"18-34-02","18","34","02",COLEÇÃO
"18-34-03","18","34","03",COLEÇÃO
"18-34-04","18","34","04",COLEÇÃO
"18-34-05","18","34","05",COLEÇÃO
"18-34-06","18","34","06",COLEÇÃO
"18-34-07","18","34","07",COLEÇÃO
"18-34-08","18","34","08",COLEÇÃO
"18-34-09","18","34","09",COLEÇÃO
"18-35-01","18","35","01",COLEÇÃO
"18-35-02","18","35","02",COLEÇÃO
"18-35-03","18","35","03",COLEÇÃO
"18-35-04","18","35","04",COLEÇÃO
"18-35-05","18","35","05",COLEÇÃO
"18-35-06","18","35","06",COLEÇÃO
"18-35-07","18","35","07",COLEÇÃO
"18-35-08","18","35","08",COLEÇÃO
"18-35-09","18","35","09",COLEÇÃO
"18-36-01","18","36","01",COLEÇÃO
"18-36-03","18","36","03",COLEÇÃO
"18-36-04","18","36","04",COLEÇÃO
"18-36-05","18","36","05",COLEÇÃO
"18-36-06","18","36","06",COLEÇÃO
"18-36-07","18","36","07",COLEÇÃO
"18-36-08","18","36","08",COLEÇÃO
"18-36-09","18","36","09",COLEÇÃO
"18-37-01","18","37","01",COLEÇÃO
"18-37-02","18","37","02",COLEÇÃO
"18-37-03","18","37","03",COLEÇÃO
"18-37-04","18","37","04",COLEÇÃO
"18-37-05","18","37","05",COLEÇÃO
"18-37-06","18","37","06",COLEÇÃO
"18-37-07","18","37","07",COLEÇÃO
"18-37-08","18","37","08",COLEÇÃO
"18-37-09","18","37","09",COLEÇÃO
"18-38-01","18","38","01",COLEÇÃO
"18-38-02","18","38","02",COLEÇÃO
"18-38-03","18","38","03",COLEÇÃO
"18-38-04","18","38","04",COLEÇÃO
"18-38-05","18","38","05",COLEÇÃO
"18-38-06","18","38","06",COLEÇÃO
"18-38-07","18","38","07",COLEÇÃO
"18-38-08","18","38","08",COLEÇÃO
"18-38-09","18","38","09",COLEÇÃO
"18-39-01","18","39","01",COLEÇÃO
"18-39-02","18","39","02",COLEÇÃO
"18-39-03","18","39","03",COLEÇÃO
"18-39-04","18","39","04",COLEÇÃO
"18-39-05","18","39","05",COLEÇÃO
"18-39-06","18","39","06",COLEÇÃO
"18-39-07","18","39","07",COLEÇÃO
"18-39-08","18","39","08",COLEÇÃO
"18-39-09","18","39","09",COLEÇÃO
"18-40-01","18","40","01",COLEÇÃO
"18-40-02","18","40","02",COLEÇÃO
"18-40-03","18","40","03",COLEÇÃO
"18-40-04","18","40","04",COLEÇÃO
"18-40-05","18","40","05",COLEÇÃO
"18-40-06","18","40","06",COLEÇÃO
"18-40-07","18","40","07",COLEÇÃO
"18-40-08","18","40","08",COLEÇÃO
"18-40-09","18","40","09",COLEÇÃO
"18-41-01","18","41","01",COLEÇÃO
"18-41-02","18","41","02",COLEÇÃO
"18-41-03","18","41","03",COLEÇÃO
"18-41-04","18","41","04",COLEÇÃO
"18-41-05","18","41","05",COLEÇÃO
"18-41-06","18","41","06",COLEÇÃO
"18-41-07","18","41","07",COLEÇÃO
"18-41-08","18","41","08",COLEÇÃO
"18-41-09","18","41","09",COLEÇÃO
"18-42-01","18","42","01",COLEÇÃO
"18-42-02","18","42","02",COLEÇÃO
"18-42-03","18","42","03",COLEÇÃO
"18-42-04","18","42","04",COLEÇÃO
"18-42-05","18","42","05",COLEÇÃO
"18-42-06","18","42","06",COLEÇÃO
"18-42-07","18","42","07",COLEÇÃO
"18-42-08","18","42","08",COLEÇÃO
"18-42-09","18","42","09",COLEÇÃO
"18-43-01","18","43","01",COLEÇÃO
"18-43-02","18","43","02",COLEÇÃO
"18-43-03","18","43","03",COLEÇÃO
"18-43-04","18","43","04",COLEÇÃO
"18-43-05","18","43","05",COLEÇÃO
"18-43-06","18","43","06",COLEÇÃO
"18-43-07","18","43","07",COLEÇÃO
"18-43-08","18","43","08",COLEÇÃO
"18-43-09","18","43","09",COLEÇÃO
"18-44-01","18","44","01",COLEÇÃO
"18-44-02","18","44","02",COLEÇÃO
"18-44-03","18","44","03",COLEÇÃO
"18-44-04","18","44","04",COLEÇÃO
"18-44-05","18","44","05",COLEÇÃO
"18-44-06","18","44","06",COLEÇÃO
"18-44-07","18","44","07",COLEÇÃO
"18-44-08","18","44","08",COLEÇÃO
"18-44-09","18","44","09",COLEÇÃO
"18-45-01","18","45","01",COLEÇÃO
"18-45-02","18","45","02",COLEÇÃO
"18-45-03","18","45","03",COLEÇÃO
"18-45-04","18","45","04",COLEÇÃO
"18-45-05","18","45","05",COLEÇÃO
"18-45-06","18","45","06",COLEÇÃO
"18-45-07","18","45","07",COLEÇÃO
"18-45-08","18","45","08",COLEÇÃO
"18-45-09","18","45","09",COLEÇÃO
"18-46-01","18","46","01",COLEÇÃO
"18-46-02","18","46","02",COLEÇÃO
"18-46-03","18","46","03",COLEÇÃO
"18-46-04","18","46","04",COLEÇÃO
"18-46-05","18","46","05",COLEÇÃO
"18-46-06","18","46","06",COLEÇÃO
"18-46-07","18","46","07",COLEÇÃO
"18-46-08","18","46","08",COLEÇÃO
"18-46-09","18","46","09",COLEÇÃO
"18-47-01","18","47","01",COLEÇÃO
"18-47-02","18","47","02",COLEÇÃO
"18-47-03","18","47","03",COLEÇÃO
"18-47-04","18","47","04",COLEÇÃO
"18-47-05","18","47","05",COLEÇÃO
"18-47-06","18","47","06",COLEÇÃO
"18-47-07","18","47","07",COLEÇÃO
"18-47-08","18","47","08",COLEÇÃO
"18-47-09","18","47","09",COLEÇÃO
"18-48-01","18","48","01",COLEÇÃO
"18-48-02","18","48","02",COLEÇÃO
"18-48-03","18","48","03",COLEÇÃO
"18-48-04","18","48","04",COLEÇÃO
"18-48-07","18","48","07",COLEÇÃO
"18-48-08","18","48","08",COLEÇÃO
"18-48-09","18","48","09",COLEÇÃO
"18-49-01","18","49","01",COLEÇÃO
"18-49-02","18","49","02",COLEÇÃO
"18-49-03","18","49","03",COLEÇÃO
"18-49-04","18","49","04",COLEÇÃO
"18-49-05","18","49","05",COLEÇÃO
"18-49-06","18","49","06",COLEÇÃO
"18-49-07","18","49","07",COLEÇÃO
"18-49-08","18","49","08",COLEÇÃO
"18-49-09","18","49","09",COLEÇÃO
"18-50-01","18","50","01",COLEÇÃO
"18-50-02","18","50","02",COLEÇÃO
"18-50-03","18","50","03",COLEÇÃO
"18-50-04","18","50","04",COLEÇÃO
"18-50-05","18","50","05",COLEÇÃO
"18-50-06","18","50","06",COLEÇÃO
"18-50-07","18","50","07",COLEÇÃO
"18-50-08","18","50","08",COLEÇÃO
"18-50-09","18","50","09",COLEÇÃO
"18-51-01","18","51","01",COLEÇÃO
"18-51-02","18","51","02",COLEÇÃO
"18-51-03","18","51","03",COLEÇÃO
"18-51-04","18","51","04",COLEÇÃO
"18-51-05","18","51","05",COLEÇÃO
"18-51-06","18","51","06",COLEÇÃO
"18-51-07","18","51","07",COLEÇÃO
"18-51-08","18","51","08",COLEÇÃO
"18-51-09","18","51","09",COLEÇÃO
"18-52-01","18","52","01",COLEÇÃO
"18-52-02","18","52","02",COLEÇÃO
"18-52-03","18","52","03",COLEÇÃO
"18-52-04","18","52","04",COLEÇÃO
"18-52-05","18","52","05",COLEÇÃO
"18-52-06","18","52","06",COLEÇÃO
"18-52-07","18","52","07",COLEÇÃO
"18-52-08","18","52","08",COLEÇÃO
"18-52-09","18","52","09",COLEÇÃO
"18-53-01","18","53","01",COLEÇÃO
"18-53-02","18","53","02",COLEÇÃO
"18-53-03","18","53","03",COLEÇÃO
"18-53-04","18","53","04",COLEÇÃO
"18-53-05","18","53","05",COLEÇÃO
"18-53-06","18","53","06",COLEÇÃO
"18-53-07","18","53","07",COLEÇÃO
"18-53-08","18","53","08",COLEÇÃO
"18-53-09","18","53","09",COLEÇÃO
"18-54-01","18","54","01",COLEÇÃO
"18-54-02","18","54","02",COLEÇÃO
"18-54-03","18","54","03",COLEÇÃO
"18-54-04","18","54","04",COLEÇÃO
"18-54-05","18","54","05",COLEÇÃO
"18-54-06","18","54","06",COLEÇÃO
"18-54-07","18","54","07",COLEÇÃO
"18-54-08","18","54","08",COLEÇÃO
"18-54-09","18","54","09",COLEÇÃO
"18-55-01","18","55","01",COLEÇÃO
"18-55-02","18","55","02",COLEÇÃO
"18-55-03","18","55","03",COLEÇÃO
"18-55-04","18","55","04",COLEÇÃO
"18-55-05","18","55","05",COLEÇÃO
"18-55-06","18","55","06",COLEÇÃO
"18-55-07","18","55","07",COLEÇÃO
"18-55-08","18","55","08",COLEÇÃO
"18-55-09","18","55","09",COLEÇÃO
"11-04-05","11","04","05",COLEÇÃO
"11-04-06","11","04","06",COLEÇÃO
"11-04-07","11","04","07",COLEÇÃO
"11-04-08","11","04","08",COLEÇÃO
"11-04-09","11","04","09",COLEÇÃO
"11-05-01","11","05","01",COLEÇÃO
"07-03-10","07","03","10",COLEÇÃO
"07-03-11","07","03","11",COLEÇÃO
"07-03-12","07","03","12",COLEÇÃO
"07-03-13","07","03","13",COLEÇÃO
"07-03-14","07","03","14",COLEÇÃO
"07-03-15","07","03","15",COLEÇÃO
"07-03-16","07","03","16",COLEÇÃO
"07-03-17","07","03","17",COLEÇÃO
"07-04-10","07","04","10",COLEÇÃO
"07-04-11","07","04","11",COLEÇÃO
"07-04-12","07","04","12",COLEÇÃO
"07-04-13","07","04","13",COLEÇÃO
"07-04-14","07","04","14",COLEÇÃO
"07-04-15","07","04","15",COLEÇÃO
"07-04-16","07","04","16",COLEÇÃO
"07-04-17","07","04","17",COLEÇÃO
"07-05-10","07","05","10",COLEÇÃO
"07-05-11","07","05","11",COLEÇÃO
"07-05-12","07","05","12",COLEÇÃO
"07-05-13","07","05","13",COLEÇÃO
"07-05-14","07","05","14",COLEÇÃO
"07-05-15","07","05","15",COLEÇÃO
"07-05-16","07","05","16",COLEÇÃO
"07-05-17","07","05","17",COLEÇÃO
"02-27-04","02","27","04",COLEÇÃO
"02-27-05","02","27","05",COLEÇÃO
"02-27-06","02","27","06",COLEÇÃO
"02-27-07","02","27","07",COLEÇÃO
"02-27-08","02","27","08",COLEÇÃO
"02-27-09","02","27","09",COLEÇÃO
"02-28-01","02","28","01",COLEÇÃO
"02-28-02","02","28","02",COLEÇÃO
"02-28-03","02","28","03",COLEÇÃO
"02-28-04","02","28","04",COLEÇÃO
"02-28-05","02","28","05",COLEÇÃO
"02-28-06","02","28","06",COLEÇÃO
"02-28-07","02","28","07",COLEÇÃO
"02-32-08","02","32","08",COLEÇÃO
"02-32-09","02","32","09",COLEÇÃO
"02-33-01","02","33","01",COLEÇÃO
"02-33-02","02","33","02",COLEÇÃO
"02-33-03","02","33","03",COLEÇÃO
"02-33-04","02","33","04",COLEÇÃO
"02-33-05","02","33","05",COLEÇÃO
"02-33-06","02","33","06",COLEÇÃO
"02-33-07","02","33","07",COLEÇÃO
"02-33-08","02","33","08",COLEÇÃO
"02-33-09","02","33","09",COLEÇÃO
"02-34-01","02","34","01",COLEÇÃO
"18-56-01","18","56","01",COLEÇÃO
"18-56-02","18","56","02",COLEÇÃO
"18-56-03","18","56","03",COLEÇÃO
"18-56-04","18","56","04",COLEÇÃO
"18-56-05","18","56","05",COLEÇÃO
"18-56-06","18","56","06",COLEÇÃO
"18-56-07","18","56","07",COLEÇÃO
"18-56-08","18","56","08",COLEÇÃO
"18-56-09","18","56","09",COLEÇÃO
"19-10-01","19","10","01",COLEÇÃO
"19-10-02","19","10","02",COLEÇÃO
"19-10-03","19","10","03",COLEÇÃO
"19-10-04","19","10","04",COLEÇÃO
"19-10-05","19","10","05",COLEÇÃO
"19-10-06","19","10","06",COLEÇÃO
"19-10-07","19","10","07",COLEÇÃO
"19-10-08","19","10","08",COLEÇÃO
"19-10-09","19","10","09",COLEÇÃO
"19-11-01","19","11","01",COLEÇÃO
"19-11-02","19","11","02",COLEÇÃO
"19-11-03","19","11","03",COLEÇÃO
"19-11-04","19","11","04",COLEÇÃO
"19-11-05","19","11","05",COLEÇÃO
"19-11-06","19","11","06",COLEÇÃO
"19-11-07","19","11","07",COLEÇÃO
"19-11-08","19","11","08",COLEÇÃO
"19-11-09","19","11","09",COLEÇÃO
"19-12-01","19","12","01",COLEÇÃO
"19-12-02","19","12","02",COLEÇÃO
"19-12-03","19","12","03",COLEÇÃO
"19-12-04","19","12","04",COLEÇÃO
"02-34-02","02","34","02",COLEÇÃO
"02-34-03","02","34","03",COLEÇÃO
"02-34-04","02","34","04",COLEÇÃO
"02-34-05","02","34","05",COLEÇÃO
"02-34-06","02","34","06",COLEÇÃO
"02-34-07","02","34","07",COLEÇÃO
"02-34-08","02","34","08",COLEÇÃO
"02-34-09","02","34","09",COLEÇÃO
"02-35-02","02","35","02",COLEÇÃO
"02-35-03","02","35","03",COLEÇÃO
"02-35-04","02","35","04",COLEÇÃO
"02-35-05","02","35","05",COLEÇÃO
"02-35-06","02","35","06",COLEÇÃO
"02-35-07","02","35","07",COLEÇÃO
"02-35-08","02","35","08",COLEÇÃO
"02-35-09","02","35","09",COLEÇÃO
"02-36-01","02","36","01",COLEÇÃO
"02-36-02","02","36","02",COLEÇÃO
"02-36-03","02","36","03",COLEÇÃO
"02-36-04","02","36","04",COLEÇÃO
"02-36-05","02","36","05",COLEÇÃO
"02-36-06","02","36","06",COLEÇÃO
"02-36-07","02","36","07",COLEÇÃO
"02-36-08","02","36","08",COLEÇÃO
"02-36-09","02","36","09",COLEÇÃO
"02-37-01","02","37","01",COLEÇÃO
"02-37-02","02","37","02",COLEÇÃO
"02-37-03","02","37","03",COLEÇÃO
"02-37-04","02","37","04",COLEÇÃO
"02-37-05","02","37","05",COLEÇÃO
"02-37-06","02","37","06",COLEÇÃO
"02-37-07","02","37","07",COLEÇÃO
"02-37-08","02","37","08",COLEÇÃO
"02-37-09","02","37","09",COLEÇÃO
"02-38-01","02","38","01",COLEÇÃO
"02-38-02","02","38","02",COLEÇÃO
"02-38-03","02","38","03",COLEÇÃO
"02-38-04","02","38","04",COLEÇÃO
"02-38-05","02","38","05",COLEÇÃO
"02-38-06","02","38","06",COLEÇÃO
"02-38-07","02","38","07",COLEÇÃO
"02-38-08","02","38","08",COLEÇÃO
"02-38-09","02","38","09",COLEÇÃO
"02-39-01","02","39","01",COLEÇÃO
"02-39-02","02","39","02",COLEÇÃO
"02-39-03","02","39","03",COLEÇÃO
"02-39-04","02","39","04",COLEÇÃO
"02-39-05","02","39","05",COLEÇÃO
"07-06-10","07","06","10",COLEÇÃO
"07-06-11","07","06","11",COLEÇÃO
"07-06-12","07","06","12",COLEÇÃO
"07-06-13","07","06","13",COLEÇÃO
"07-06-14","07","06","14",COLEÇÃO
"07-06-15","07","06","15",COLEÇÃO
"07-06-16","07","06","16",COLEÇÃO
"07-06-17","07","06","17",COLEÇÃO
"07-07-10","07","07","10",COLEÇÃO
"07-07-11","07","07","11",COLEÇÃO
"07-07-12","07","07","12",COLEÇÃO
"07-07-13","07","07","13",COLEÇÃO
"07-07-14","07","07","14",COLEÇÃO
"07-07-15","07","07","15",COLEÇÃO
"07-07-16","07","07","16",COLEÇÃO
"19-12-05","19","12","05",COLEÇÃO
"19-12-06","19","12","06",COLEÇÃO
"19-12-07","19","12","07",COLEÇÃO
"19-12-08","19","12","08",COLEÇÃO
"19-12-09","19","12","09",COLEÇÃO
"19-13-01","19","13","01",COLEÇÃO
"19-13-02","19","13","02",COLEÇÃO
"19-13-03","19","13","03",COLEÇÃO
"19-13-04","19","13","04",COLEÇÃO
"19-13-05","19","13","05",COLEÇÃO
"19-13-06","19","13","06",COLEÇÃO
"19-13-07","19","13","07",COLEÇÃO
"19-13-08","19","13","08",COLEÇÃO
"19-13-09","19","13","09",COLEÇÃO
"19-14-01","19","14","01",COLEÇÃO
"19-14-02","19","14","02",COLEÇÃO
"19-14-03","19","14","03",COLEÇÃO
"19-14-04","19","14","04",COLEÇÃO
"19-14-05","19","14","05",COLEÇÃO
"19-14-06","19","14","06",COLEÇÃO
"19-14-07","19","14","07",COLEÇÃO
"19-14-08","19","14","08",COLEÇÃO
"19-14-09","19","14","09",COLEÇÃO
"19-15-01","19","15","01",COLEÇÃO
"19-15-02","19","15","02",COLEÇÃO
"19-15-03","19","15","03",COLEÇÃO
"19-15-04","19","15","04",COLEÇÃO
"19-15-05","19","15","05",COLEÇÃO
"19-15-06","19","15","06",COLEÇÃO
"19-15-07","19","15","07",COLEÇÃO
"19-15-08","19","15","08",COLEÇÃO
"19-15-09","19","15","09",COLEÇÃO
"19-16-01","19","16","01",COLEÇÃO
"19-16-02","19","16","02",COLEÇÃO
"19-16-03","19","16","03",COLEÇÃO
"19-16-04","19","16","04",COLEÇÃO
"19-16-05","19","16","05",COLEÇÃO
"19-16-06","19","16","06",COLEÇÃO
"19-16-07","19","16","07",COLEÇÃO
"19-16-08","19","16","08",COLEÇÃO
"19-16-09","19","16","09",COLEÇÃO
"19-17-01","19","17","01",COLEÇÃO
"19-17-02","19","17","02",COLEÇÃO
"19-17-03","19","17","03",COLEÇÃO
"19-17-04","19","17","04",COLEÇÃO
"19-17-05","19","17","05",COLEÇÃO
"19-17-06","19","17","06",COLEÇÃO
"19-17-07","19","17","07",COLEÇÃO
"19-17-08","19","17","08",COLEÇÃO
"19-17-09","19","17","09",COLEÇÃO
"19-18-01","19","18","01",COLEÇÃO
"19-18-02","19","18","02",COLEÇÃO
"19-18-03","19","18","03",COLEÇÃO
"19-18-04","19","18","04",COLEÇÃO
"19-18-05","19","18","05",COLEÇÃO
"19-18-06","19","18","06",COLEÇÃO
"19-18-09","19","18","09",COLEÇÃO
"19-19-01","19","19","01",COLEÇÃO
"19-19-02","19","19","02",COLEÇÃO
"19-19-03","19","19","03",COLEÇÃO
"19-19-04","19","19","04",COLEÇÃO
"19-19-05","19","19","05",COLEÇÃO
"19-19-06","19","19","06",COLEÇÃO
"19-19-07","19","19","07",COLEÇÃO
"19-19-08","19","19","08",COLEÇÃO
"19-19-09","19","19","09",COLEÇÃO
"19-20-01","19","20","01",COLEÇÃO
"19-20-02","19","20","02",COLEÇÃO
"19-20-03","19","20","03",COLEÇÃO
"19-20-04","19","20","04",COLEÇÃO
"19-20-05","19","20","05",COLEÇÃO
"19-20-06","19","20","06",COLEÇÃO
"19-20-07","19","20","07",COLEÇÃO
"19-20-08","19","20","08",COLEÇÃO
"19-20-09","19","20","09",COLEÇÃO
"19-21-01","19","21","01",COLEÇÃO
"19-21-02","19","21","02",COLEÇÃO
"19-21-03","19","21","03",COLEÇÃO
"19-21-04","19","21","04",COLEÇÃO
"19-21-05","19","21","05",COLEÇÃO
"19-21-06","19","21","06",COLEÇÃO
"19-21-07","19","21","07",COLEÇÃO
"19-21-08","19","21","08",COLEÇÃO
"19-21-09","19","21","09",COLEÇÃO
"19-22-01","19","22","01",COLEÇÃO
"19-22-02","19","22","02",COLEÇÃO
"19-22-03","19","22","03",COLEÇÃO
"19-22-04","19","22","04",COLEÇÃO
"19-22-05","19","22","05",COLEÇÃO
"19-22-06","19","22","06",COLEÇÃO
"19-22-07","19","22","07",COLEÇÃO
"19-22-08","19","22","08",COLEÇÃO
"19-22-09","19","22","09",COLEÇÃO
"19-23-01","19","23","01",COLEÇÃO
"19-23-02","19","23","02",COLEÇÃO
"19-23-03","19","23","03",COLEÇÃO
"19-23-04","19","23","04",COLEÇÃO
"19-23-05","19","23","05",COLEÇÃO
"19-23-06","19","23","06",COLEÇÃO
"19-23-07","19","23","07",COLEÇÃO
"19-23-08","19","23","08",COLEÇÃO
"19-23-09","19","23","09",COLEÇÃO
"19-24-01","19","24","01",COLEÇÃO
"19-24-02","19","24","02",COLEÇÃO
"19-24-03","19","24","03",COLEÇÃO
